date,Open,High,Low,Close,Adjusted_Close,Volume,Dividend_Amount,Split_Coefficient,MAMA,FAMA,TRIX,CMO,MACD,MACD_Signal,MACD_Hist,MIDPOINT,APO,T3,MIDPRICE,KAMA,TRIMA,MFI,ATR,WILLR,NATR,DEMA,ROC,DX,Aroon Down,Aroon Up,Chaikin A/D,TRANGE,ADOSC,OBV,WMA,ULTOSC,AROONOSC,TEMA,ADXR,MOM,BOP,SAR,PPO,ROCR,Forward_Return,Return_Target
7/9/2018,99.95,101.06,99.9,100.83,87.32758959,725138,0,1,84.9788,71.9191,-0.1169,-13.8467,-3.3087,-2.1227,-1.186,89.8349,-3.3087,90.2458,89.8528,88.8259,88.518,40.3953,1.7563,-74.8961,2.0112,86.2893,-7.0751,13.7137,70,10,322688722.6,1.1432,-464595.2779,149327914,87.4939,44.278,-60,85.3121,13.2502,-6.649,0.7586,90.6403,-3.6786,0.9292,0.010215214,1
7/10/2018,102.44,102.65,100.58,101.86,88.21965958,1005934,0,1,85.0112,71.9846,-0.1258,-7.6835,-3.1306,-2.4027,-0.7279,89.8349,-3.1306,89.8799,89.8528,88.7793,88.0322,40.6084,1.7581,-66.1012,1.9929,86.4678,-6.409,3.7998,65,5,322926842.2,1.7928,-221501.0626,150333848,87.4085,43.7531,-60,85.7505,13.0253,-6.0412,-0.2802,90.2887,-3.485,0.9359,-0.026605144,0
7/11/2018,100.78,101.11,98.75,99.15,85.87256281,894833,0,1,85.0198,72.0497,-0.1342,-19.7199,-3.1305,-2.6382,-0.4923,89.8349,-3.1305,89.5202,89.7365,88.4689,87.6051,36.2349,1.8049,-88.9886,2.1019,86.204,-8.9573,12.9901,60,0,322335342.4,2.6935,-290121.4442,149439015,87.1283,41.3512,-60,85.5235,12.9127,-8.4486,-0.6907,89.9583,-3.4931,0.9104,0.000403429,0
7/12/2018,99.86,99.88,98.71,99.19,85.9072063,839544,0,1,85.0287,72.1146,-0.142,-19.4779,-2.9905,-2.8146,-0.1759,89.8349,-2.9905,89.1675,89.5924,88.2239,87.2468,36.1529,1.7653,-88.2988,2.0549,85.9914,-8.0724,13.181,55,0,322184655.1,1.0133,-339764.7277,150278559,86.8917,40.9416,-55,85.3677,12.7657,-7.5438,-0.5726,89.6477,-3.3451,0.9193,0.002923682,0
7/13/2018,99.06,100.45,99.06,99.48,86.15837164,616256,0,1,85.04,72.1793,-0.1487,-17.6626,-2.7141,-2.9237,0.2096,89.8349,-2.7141,88.8243,89.5924,88.0391,86.9558,39.514,1.7373,-85.6886,2.0164,85.8621,-7.8291,9.5761,50,5,321940812.7,1.2039,-406771.8283,150894815,86.715,44.1129,-45,85.326,12.5769,-7.3184,0.3022,89.3557,-3.0472,0.9217,-0.008745476,0
7/16/2018,99.59,99.9,98.39,98.61,85.40487563,514993,0,1,85.0436,72.2436,-0.1551,-21.4323,-2.4474,-2.9621,0.5147,89.3629,-2.4474,88.49,89.3066,87.7121,86.719,33.6559,1.7158,-93.11,2.009,85.6223,-9.4657,13.0045,45,0,321575883.9,1.3078,-513318.2805,150379822,86.5013,40.4461,-45,85.1165,12.4834,-8.9294,-0.649,89.0812,-2.7573,0.9053,0.020788967,1
7/17/2018,98.66,100.89,98.66,100.66,87.18035474,716075,0,1,85.065,72.3077,-0.1593,-9.0487,-2.1168,-2.907,0.7903,87.7866,-2.1168,88.1715,88.6873,87.6772,86.5622,37.636,1.7287,-69.2905,1.9829,85.7461,-6.6494,6.7115,40,0,322144248.4,1.9747,-329396.9295,151095897,86.4992,44.0299,-40,85.4251,12.3481,-6.2098,0.8969,88.8232,-2.3918,0.9335,0.00735148,0
7/18/2018,100.73,101.93,100.73,101.4,87.82125939,675960,0,1,85.0926,72.3716,-0.1609,-4.9808,-1.7652,-2.7614,0.9962,87.28,-1.7652,87.8761,87.7563,87.6804,86.494,42.0217,1.6973,-48.9083,1.9327,85.9767,-2.6778,0.5214,35,0,322223110.4,1.0999,-199118.7468,151771857,86.5878,44.2038,-35,85.862,12.3027,-2.4164,0.5583,88.5807,-2.0001,0.9732,-0.006706114,0
7/19/2018,101.09,101.58,99.97,100.72,87.23231998,517938,0,1,85.114,72.4353,-0.1611,-8.29,-1.4008,-2.5561,1.1552,86.8772,-1.4008,87.6063,87.3449,87.672,86.4804,43.8003,1.6822,-52.1959,1.9284,86.0754,-2.2326,4.7706,30,0,322187723.3,1.3944,-138980.9441,151253919,86.6318,41.574,-30,86.0817,12.5063,-1.992,-0.2298,88.3527,-1.5922,0.9777,-0.007247816,0
7/20/2018,100.29,100.88,99.95,99.99,86.6000762,752729,0,1,85.1288,72.4988,-0.1607,-11.7626,-1.032,-2.3031,1.2711,86.8772,-1.032,87.3607,87.3449,87.662,86.4969,45.0422,1.6383,-64.527,1.8918,86.0519,-0.951,4.8832,25,5,321499745.2,0.8055,-320646.613,150501190,86.625,44.6125,-20,86.1099,12.5877,-0.8314,-0.3226,88.2803,-1.1765,0.9905,-0.00540054,0
7/23/2018,99.99,100.3,99.18,99.45,86.13238902,595136,0,1,85.1389,72.562,-0.1601,-14.2897,-0.7495,-2.0385,1.289,86.7776,-0.7495,87.1366,86.8426,87.6243,86.512,38.5677,1.6049,-67.2269,1.8633,85.9529,-2.586,9.2307,20,0,321191549.8,0.97,-463876.8763,149906054,86.5776,42.9851,-20,86.0224,12.9786,-2.2865,-0.4821,88.0703,-0.8572,0.9741,0.007742584,0
7/24/2018,100.24,100.93,99.71,100.22,86.7992763,552108,0,1,85.1555,72.625,-0.1586,-9.5792,-0.425,-1.7379,1.3129,86.7776,-0.425,86.9343,86.8426,87.6205,86.5241,43.1713,1.5887,-51.0504,1.8304,85.9944,-0.0897,5.0937,15,50,321101040.3,1.2818,-509098.9298,150458162,86.6047,46.1974,35,86.134,13.2466,-0.0779,-0.0164,87.873,-0.4877,0.9991,0.014867292,1
7/25/2018,99.98,101.91,99.97,101.71,88.08974648,991896,0,1,85.1848,72.6878,-0.1551,-1.0922,-0.1577,-1.4232,1.2655,86.7776,-0.1577,86.7585,86.8426,87.6267,86.5442,50.1365,1.5933,-19.7479,1.8087,86.2698,1.4766,1.0432,10,45,321888421.6,1.6802,-230786.7068,151450058,86.755,54.2097,35,86.5694,13.2426,1.2818,0.8918,84.7813,-0.1814,1.0148,0.006489037,0
7/26/2018,101.82,102.85,101.74,102.37,88.66136414,935518,0,1,85.2196,72.7504,-0.1496,2.4312,-0.0602,-1.1283,1.0681,86.9985,-0.0602,86.6137,86.9292,87.6596,86.5978,57.6773,1.563,-9.6774,1.7629,86.6155,3.2684,6.5527,5,100,322014843,0.9873,-55726.1214,152385576,86.9537,49.409,95,87.0814,13.501,2.8061,0.4955,84.8161,-0.0693,1.0327,-0.014457361,0
7/27/2018,101,102.09,99,100.89,87.37955483,1645234,0,1,85.2412,72.8129,-0.1438,-5.3553,0.1363,-0.8412,0.9775,86.9985,0.1363,86.4972,87.1197,87.6565,86.662,55.6275,1.6308,-43.3628,1.8663,86.6844,1.1936,8.994,0,95,322382225.3,2.9187,137849.9676,150740342,87.0169,49.5776,95,87.1722,13.5253,1.0306,-0.0356,84.9013,0.157,1.0119,0.004856775,0
7/30/2018,101.03,102.3,100.83,101.38,87.80393765,910856,0,1,85.2668,72.8751,-0.1374,-2.6362,0.28,-0.5749,0.8549,86.9985,0.28,86.4076,87.1197,87.6583,86.7498,54.8912,1.6129,-32.5221,1.837,86.8242,1.4206,7.7259,10,90,322152962.3,1.2731,131561.0286,151651198,87.1156,48.7539,80,87.3588,13.6689,1.2298,0.2381,84.9848,0.3225,1.0142,0.022095088,1
7/31/2018,101.92,103.92,101.81,103.62,89.74397336,1142895,0,1,85.3116,72.9373,-0.1287,8.7023,0.5279,-0.3201,0.848,87.5398,0.5279,86.3506,87.5831,87.7335,86.8716,60.8278,1.6423,-5.3667,1.8299,87.2994,4.1931,1.5728,5,100,322970863.4,2.1999,377269.4659,152794093,87.3933,57.6776,95,88.0159,13.5601,3.6116,0.8057,85.0667,0.6076,1.0419,-0.016792125,0
8/1/2018,103.26,103.62,101.65,101.88,88.23698133,840316,0,1,85.3408,72.9993,-0.1198,-0.3033,0.7116,-0.0854,0.797,87.5744,0.7116,86.3227,87.6091,87.7466,86.9875,59.6446,1.6455,-36.8897,1.8648,87.4372,3.4,0.6694,0,95,322326763.3,1.7062,238548.3948,151953777,87.5102,54.5743,95,88.1616,13.4341,2.9014,-0.7005,85.2148,0.8186,1.034,-0.018158618,0
8/2/2018,100.9,101.41,99.77,100.03,86.6347197,1003553,0,1,85.3538,73.0611,-0.1126,-8.7628,0.6728,0.104,0.5688,87.5744,0.6728,86.3145,87.6091,87.7394,87.0755,54.052,1.6546,-70.3436,1.9098,87.2666,0.5832,9.3074,35,90,321641410.1,1.8274,-57954.3011,150950224,87.4607,50.3635,55,87.8619,13.465,0.5023,-0.5305,85.3585,0.774,1.0058,0.019594122,1
8/3/2018,100,102.32,100,101.99,88.33225094,1009735,0,1,85.3835,73.1227,-0.1049,0.6396,0.6201,0.2562,0.3639,87.5744,0.6201,86.3251,87.6091,87.7483,87.1692,55.2284,1.6723,-34.9005,1.8932,87.4291,2.2559,4.0532,30,85,322363892.9,2.0093,55898.6059,151959959,87.5705,52.4512,55,88.0537,13.236,1.9487,0.8578,85.4978,0.7126,1.0226,-0.002059025,0
8/6/2018,101.6,102.15,100.8,101.78,88.15037259,853225,0,1,85.4112,73.1842,-0.0973,-0.3322,0.6273,0.3731,0.2542,87.5744,0.6273,86.3525,87.6091,87.7515,87.2792,55.5861,1.6471,-38.698,1.8686,87.5374,0.9422,4.0532,25,80,322749424.2,1.1692,220062.1524,151106734,87.6537,52.7062,55,88.1609,12.7705,0.8228,0.1333,85.633,0.7203,1.0094,-0.000687758,0
8/7/2018,102.25,102.94,101.4,101.71,88.08974648,748114,0,1,85.438,73.2454,-0.0898,-0.6687,0.6931,0.4677,0.2255,87.5744,0.6931,86.3943,87.6091,87.7531,87.4119,54.904,1.6315,-39.9638,1.8521,87.6206,-0.1473,0.5454,20,75,322302498.9,1.3338,125010.8291,150358620,87.7272,49.7245,55,88.2294,12.4703,-0.1299,-0.3506,85.7641,0.7954,0.9985,-0.002556287,0
8/8/2018,101.97,102.57,100.95,101.45,87.86456376,714876,0,1,85.4623,73.3065,-0.0827,-1.9629,0.7709,0.56,0.2109,87.5744,0.7709,86.4473,87.6091,87.7552,87.5554,55.4453,1.6201,-44.6655,1.8438,87.6521,2.3197,2.0502,15,70,322028904.4,1.4031,-12291.2253,149643744,87.7799,48.6016,55,88.2231,12.2276,1.992,-0.321,85.8913,0.8839,1.0232,0.002858551,0
8/9/2018,101.44,102.47,101.15,101.74,88.1157291,561775,0,1,85.4888,73.3674,-0.0758,-0.4266,0.7736,0.6308,0.1428,87.5744,0.7736,86.5096,87.6091,87.7626,87.6739,59.7924,1.5962,-39.4213,1.8115,87.7254,2.5708,2.0502,10,65,321969322.2,1.1432,-86300.8353,150205519,87.847,44.2319,55,88.2792,11.9069,2.2085,0.2273,86.0147,0.886,1.0257,-0.018380185,0
8/10/2018,101.1,101.15,99.3,99.87,86.49614572,803839,0,1,85.4989,73.4281,-0.0708,-9.6652,0.6269,0.6693,-0.0425,87.5744,0.6269,86.5735,87.6091,87.7554,87.7592,55.4273,1.6221,-73.2369,1.8753,87.4951,0.392,12.3565,5,60,321660821.8,2.1133,-206891.173,149401680,87.7493,44.3124,55,87.9011,11.9456,0.3378,-0.6649,90.0038,0.7178,1.0039,-0.010113147,0
8/13/2018,100.03,100.4,98.39,98.86,85.62139747,816312,0,1,85.5001,73.4885,-0.0681,-14.1916,0.4028,0.6555,-0.2526,87.6827,0.4028,86.6302,87.6091,87.7444,87.8136,54.4473,1.628,-91.5009,1.9014,87.1389,0.2535,16.8847,100,55,321226267.7,1.7408,-375682.5247,148585368,87.5667,45.013,-45,87.3616,11.9382,0.2165,-0.5821,89.9638,0.4614,1.0025,0.001820757,0
8/14/2018,99.09,99.86,98.92,99.04,85.7772932,871333,0,1,85.5029,73.5485,-0.0669,-13.1282,0.3289,0.6129,-0.284,87.6827,0.3289,86.6749,87.6091,87.7183,87.8102,54.842,1.5899,-88.2459,1.8535,86.8618,-1.6094,16.8847,95,50,320577402.7,0.8661,-617037.6209,149456701,87.3979,37.3446,-45,86.96,11.7764,-1.4031,-0.0532,89.8688,0.377,0.9839,-0.02332391,0
8/15/2018,98.31,98.31,95.85,96.73,83.77663137,953897,0,1,85.4856,73.6082,-0.0688,-22.8354,0.1642,0.5564,-0.3922,86.7603,0.1642,86.6973,86.5091,87.5614,87.7428,50.1403,1.6486,-89.0954,1.9678,86.2621,-4.6055,30.3386,100,45,320305968.6,2.7628,-746044.8647,148502804,87.0453,33.3841,-55,86.1143,12.0653,-4.0446,-0.6423,89.7757,0.1886,0.9539,0.005996072,0
8/16/2018,97.57,98.06,97.17,97.31,84.27896205,768678,0,1,85.4735,73.6675,-0.0724,-19.3118,-0.2299,0.462,-0.6919,86.7603,-0.2299,86.6938,86.5091,87.4736,87.6503,53.7512,1.6237,-81.9083,1.9266,85.8399,-3.3856,30.3386,95,40,319779121.9,1.1519,-898631.3419,149271482,86.7598,34.1701,-55,85.5575,12.3426,-2.9534,-0.2921,89.5729,-0.2642,0.9661,0.003905046,0
8/17/2018,97.38,98.2,97.18,97.69,84.60807525,856986,0,1,85.4649,73.7265,-0.0768,-16.9972,-0.4823,0.3387,-0.821,86.7603,-0.4823,86.6646,86.5091,87.4233,87.5294,58.2362,1.5867,-77.1995,1.8754,85.5398,-2.3002,29.2812,90,35,319779121.9,0.8834,-879359.3242,150128468,86.5197,35.0921,-55,85.1956,12.6883,-1.992,0.3039,89.3761,-0.5547,0.977,0.004606408,0
8/20/2018,97.8,98.8,97.8,98.14,84.99781457,896395,0,1,85.4602,73.7852,-0.0812,-14.2347,-0.5741,0.1979,-0.772,86.7603,-0.5741,86.6126,86.5091,87.3974,87.364,62.2056,1.5554,-71.6233,1.83,85.3564,-1.3172,24.7166,85,30,319492275.5,0.9614,-882802.8693,151024863,86.3262,33.5772,-55,85.0108,12.7991,-1.1346,0.34,89.1853,-0.6605,0.9868,0.010699001,1
8/21/2018,98.25,99.81,98.25,99.19,85.9072063,1144587,0,1,85.4647,73.8436,-0.0845,-7.9731,-0.7955,0.0238,-0.8194,86.7603,-0.7955,86.5447,86.5091,87.384,87.1605,63.3883,1.55,-58.6121,1.8043,85.3679,-1.0277,17.3736,80,25,319727062.5,1.4464,-729251.807,152169450,86.2247,38.3687,-55,85.1066,12.6196,-0.8921,0.6026,89.0001,-0.9151,0.9897,-0.008166146,0
8/22/2018,99.2,99.59,98.3,98.38,85.20567553,1081416,0,1,85.4621,73.9017,-0.0876,-11.8947,-0.965,-0.1693,-0.7956,86.7603,-0.965,86.4636,86.5091,87.3245,86.9211,57.7762,1.5284,-68.6493,1.7937,85.255,-3.274,17.3736,75,20,318779775.7,1.1173,-901549.3075,151088034,86.0606,37.7606,-55,85.0139,12.5868,-2.8841,-0.6357,88.8206,-1.1109,0.9673,-0.006708681,0
8/23/2018,98.15,98.21,96.96,97.72,84.63405787,686096,0,1,85.4538,73.9594,-0.091,-15.0014,-1.1304,-0.3646,-0.7658,86.7603,-1.1304,86.3701,86.5091,87.2111,86.652,53.4584,1.5134,-76.8278,1.7882,85.0585,-4.5423,23.9555,70,15,318927972.4,1.2298,-842922.1138,150401938,85.8559,39.0523,-55,84.7999,12.7812,-4.0273,-0.344,88.6464,-1.3032,0.9546,0.012996316,1
8/24/2018,98.3,99.37,98.07,98.99,85.73398883,670452,0,1,85.4566,74.0169,-0.0932,-7.3353,-1.2503,-0.5483,-0.702,86.7603,-1.2503,86.2697,86.5091,87.1889,86.381,60.3462,1.5092,-61.0905,1.7603,85.0933,-1.8832,15.5667,65,10,319206467.8,1.429,-653696.7913,151072390,85.775,45.1082,-55,84.9203,12.7244,-1.6456,0.5308,88.4774,-1.4424,0.9812,0.008889787,0
8/27/2018,99.32,100.26,99.3,99.87,86.49614572,540589,0,1,85.467,74.0742,-0.0938,-2.3585,-1.3812,-0.7383,-0.643,86.7603,-1.3812,86.1696,86.5091,87.1805,86.126,59.4452,1.4887,-50.1859,1.7212,85.2658,-1.4894,9.5776,60,5,319307828.3,1.0999,-484608.4028,151612979,85.7746,48.0027,-55,85.2265,12.367,-1.3078,0.5729,88.3135,-1.5936,0.9851,-0.009912887,0
8/28/2018,99.93,100.52,98.53,98.88,85.63871922,758950,0,1,85.4687,74.1311,-0.0939,-7.4408,-1.4337,-0.9158,-0.5179,86.0544,-1.4337,86.0717,86.3792,87.1085,85.8896,53.84,1.5005,-61.0039,1.7521,85.2627,-4.5744,13.6529,55,0,318815845.6,1.7235,-527920.5092,150854029,85.6988,43.7544,-55,85.2629,12.1067,-4.1053,-0.5276,88.1546,-1.6545,0.9543,-0.00151699,0
8/29/2018,98.81,99.31,98.27,98.73,85.50880611,566310,0,1,85.4691,74.1878,-0.0937,-8.2028,-1.3935,-1.0451,-0.3483,86.0544,-1.3935,85.977,86.0848,87.0597,85.7049,54.8392,1.4705,-59.3794,1.7197,85.2399,-3.0919,15.0143,50,0,318750502.1,0.9007,-518437.426,150287719,85.6301,44.0709,-50,85.2658,12.1094,-2.7282,-0.0769,88.0004,-1.6089,0.9691,-0.010432493,0
8/30/2018,98.48,98.48,97.28,97.7,84.61673612,769608,0,1,85.4606,74.2442,-0.094,-13.3588,-1.3566,-1.1422,-0.2143,86.0544,-1.3566,85.8829,86.0848,87.0047,85.5639,55.7144,1.4598,-73.9069,1.7251,85.062,-2.3293,20.0656,45,15,318519619.7,1.2558,-540889.8896,149518111,85.4895,41.3938,-30,85.0429,12.1069,-2.018,-0.65,87.8508,-1.5688,0.9767,-0.006857728,0
8/31/2018,97.44,97.83,96.5,97.03,84.03645758,824391,0,1,85.4464,74.3002,-0.0952,-16.5675,-1.1571,-1.207,0.05,85.9635,-1.1571,85.7859,86.0848,86.8009,85.4391,49.9989,1.4444,-83.3568,1.7187,84.8069,-4.8632,23.8209,40,10,318352262.2,1.1519,-554153.3166,148693720,85.3032,44.2284,-30,84.7164,12.1984,-4.2958,-0.3083,87.7057,-1.3408,0.9514,-0.004225497,0
9/4/2018,96.74,97.15,95.89,96.62,83.68136176,916565,0,1,85.4287,74.3559,-0.0974,-18.5114,-1.0646,-1.2369,0.1723,85.8985,-1.0646,85.6829,86.0848,86.578,85.3362,44.4413,1.4267,-89.1396,1.7049,84.5268,-5.0698,26.6573,35,5,318497748.7,1.0913,-462910.5281,147777155,85.1035,44.8688,-30,84.3643,12.2685,-4.469,-0.0952,87.565,-1.2357,0.9493,0.012212792,1
9/5/2018,96.63,98.64,96.23,97.8,84.70334486,1371262,0,1,85.4215,74.4112,-0.0991,-10.6976,-0.9374,-1.2339,0.2964,85.8985,-0.9374,85.5762,85.9245,86.497,85.251,46.3957,1.4597,-70.9821,1.7234,84.4752,-3.8443,15.5912,30,0,318913110.2,2.0873,-251340.6744,149148417,85.0225,46.1366,-30,84.3499,12.0961,-3.3864,0.4855,87.4285,-1.0896,0.9616,-0.003578732,0
9/6/2018,97.75,98.39,96.82,97.45,84.40021428,778221,0,1,85.4113,74.4662,-0.1006,-12.4989,-0.7817,-1.1951,0.4134,85.8985,-0.7817,85.4669,85.8812,86.4043,85.1784,46.3036,1.4547,-75.8308,1.7236,84.38,-3.9428,15.5912,25,0,318759448.7,1.3598,-190832.5047,148370196,84.9287,43.8973,-25,84.2686,11.9324,-3.4643,-0.1911,87.296,-0.9108,0.9606,-0.003591585,0
9/7/2018,96.92,97.66,96.1,97.1,84.0970837,856680,0,1,85.3981,74.5208,-0.1021,-14.3181,-0.7733,-1.1421,0.3688,85.0888,-0.7733,85.3551,85.3096,86.279,85.125,42.1434,1.4496,-76.4151,1.7237,84.2473,-4.5606,19.3634,20,0,319001076.4,1.3511,-71849.2145,147513516,84.8225,48.8212,-20,84.1322,12.1288,-4.0186,0.1154,87.1676,-0.9027,0.9544,-0.001853759,0
9/10/2018,97.57,98.17,96.89,96.92,83.94118797,857528,0,1,85.3835,74.5752,-0.1038,-15.2717,-0.7751,-1.0748,0.2997,85.0888,-0.7751,85.2407,85.0368,86.2,85.0869,47.0789,1.4325,-77.0878,1.7066,84.109,-2.9538,15.5144,15,0,318183745,1.1086,-276702.4684,146655988,84.7207,44.7258,-15,83.9889,12.3323,-2.555,-0.5078,87.043,-0.9058,0.9705,-0.010833677,0
9/11/2018,96.25,96.7,95.53,95.87,83.03179623,1453917,0,1,85.36,74.6291,-0.1062,-20.6917,-0.7048,-0.9938,0.289,84.764,-0.7048,85.1209,84.8982,86.0914,85.0243,45.4779,1.4211,-93.1864,1.7115,83.8294,-3.0245,22.527,100,55,317574839.6,1.2039,-529093.9329,145202071,84.5444,43.761,-45,83.6447,12.701,-2.5896,-0.3248,86.9221,-0.8256,0.9698,0.001356003,0
9/12/2018,95.97,97.18,95.43,96,83.14438759,875047,0,1,85.3379,74.6826,-0.109,-19.6939,-0.728,-0.9198,0.1918,84.764,-0.728,84.9948,84.8549,85.9878,84.9311,45.4045,1.4258,-88.8016,1.7149,83.6136,-3.0695,18.8616,100,50,317269823.3,1.5157,-681296.2054,146077118,84.3911,43.5435,-50,83.4018,13.2959,-2.6329,0.0171,86.7547,-0.8548,0.9693,0.009583333,0
9/13/2018,95.96,97.08,95.6,96.92,84.4261969,901243,0.56,1,85.3287,74.7359,-0.1107,-8.9035,-0.7596,-0.8535,0.0939,84.764,-0.7596,84.8676,84.8549,85.9732,84.8293,50.6333,1.4256,-59.725,1.6885,83.6653,0.7754,15.373,95,45,317976202.9,1.4212,-456867.5918,146978361,84.3725,47.1723,-50,83.5461,13.7739,0.6496,0.6486,86.5495,-0.8934,1.0078,0.005777961,0
9/14/2018,97.03,97.81,96.68,97.48,84.91400819,1017547,0,1,85.3246,74.7888,-0.1108,-5.1078,-0.7065,-0.8034,0.0969,84.764,-0.7065,84.7449,84.8549,85.9634,84.7145,51.332,1.4035,-48.6594,1.6529,83.8029,0.7535,9.9614,90,40,318399430.4,0.9843,-188859.1692,147995908,84.3972,46.0224,-50,83.801,14.0663,0.635,0.3982,86.3546,-0.832,1.0075,0.001436192,0
9/17/2018,97.35,98.04,97.35,97.62,85.03596101,720958,0,1,85.3217,74.8415,-0.1097,-4.1524,-0.6275,-0.7549,0.1274,84.764,-0.6275,84.6312,84.8549,85.9566,84.6056,50.9689,1.3634,-45.893,1.6033,83.9478,0.5057,8.277,85,35,318242700.4,0.6011,-111918.9809,148716866,84.4305,45.9734,-50,84.0497,14.1878,0.4279,0.3913,86.1694,-0.74,1.0051,-0.003995083,0
9/18/2018,98.06,98.26,96.52,97.23,84.69623529,920945,0,1,85.3155,74.8938,-0.1078,-6.6406,-0.5516,-0.712,0.1604,84.764,-0.5516,84.5279,84.8549,85.9485,84.5112,45.8186,1.371,-53.5994,1.6187,84.0147,-0.3548,13.3206,80,30,318073331.2,1.5157,-124159.195,147795921,84.4294,44.4612,-50,84.1718,14.2458,-0.3016,-0.477,85.9935,-0.651,0.9965,0.01326751,1
9/19/2018,97.72,98.83,97.23,98.52,85.81994344,911175,0,1,85.3205,74.946,-0.1042,2.1992,-0.4106,-0.6708,0.2602,84.764,-0.4106,84.4403,84.8549,85.9479,84.4389,45.0753,1.3721,-28.1091,1.5989,84.2795,-0.1016,8.9883,75,25,318631425.9,1.3937,59696.2266,148707096,84.5368,51.8749,-50,84.5683,14.1925,-0.0873,0.5,82.6507,-0.4846,0.999,0.013093788,1
9/20/2018,99.6,100.51,98.98,99.81,86.9436516,842459,0,1,85.3367,74.9979,-0.0982,10.0481,-0.1836,-0.6053,0.4216,84.9877,-0.1836,84.3754,85.1021,85.9698,84.4007,50.6878,1.3902,-12.4373,1.599,84.714,2.0397,2.568,70,100,318703007.4,1.7335,152258.8051,149549555,84.7516,56.3425,30,85.1877,14.146,1.738,0.1373,82.6851,-0.2166,1.0204,0.000701333,0
9/21/2018,100.17,100.32,99.26,99.88,87.00462801,1341447,0,1,85.3534,75.0497,-0.0905,10.4586,-0.116,-0.532,0.416,85.0182,-0.116,84.3373,85.1021,86.0045,84.3962,56.4142,1.3669,-11.1936,1.571,85.101,2.801,2.568,65,95,318930800.3,0.9234,248763.1598,150891002,84.964,59.5671,30,85.7109,13.8921,2.3706,-0.2736,82.7825,-0.1366,1.028,-0.009511414,0
9/24/2018,99.89,100.5,98.25,98.93,86.177091,763378,0,1,85.3617,75.1013,-0.0823,3.6987,-0.0409,-0.4583,0.4173,85.0182,-0.0409,84.3244,85.1021,86.0058,84.417,52.3377,1.3965,-28.0728,1.6205,85.285,0.5168,4.1987,60,90,318628841.9,1.96,169549.7057,150127624,85.0862,52.2415,30,85.9217,13.5419,0.4431,-0.4267,82.8779,-0.0482,1.0052,-0.002122713,0
9/25/2018,99.35,99.43,98.34,98.72,85.99416176,667467,0,1,85.368,75.1526,-0.0743,2.2427,0.0638,-0.3703,0.4341,85.0182,0.0638,84.3337,85.1021,86.0057,84.4809,48.9325,1.3742,-31.804,1.598,85.4104,-0.5804,4.1987,55,85,318426764.7,0.9495,57433.3124,149460157,85.1889,49.5174,30,86.0421,13.3111,-0.502,-0.578,82.9714,0.0751,0.9942,-0.010230956,0
9/26/2018,98.4,98.97,97.53,97.71,85.11435926,752182,0,1,85.3654,75.2037,-0.0673,-4.5424,0.1571,-0.2684,0.4255,85.0182,0.1571,84.3589,85.1021,85.9981,84.5943,48.965,1.3682,-49.7493,1.6075,85.3589,-0.6123,9.504,50,80,317862628.2,1.2544,-173151.6724,148707975,85.2102,46.431,30,85.9071,13.2585,-0.5244,-0.4792,83.063,0.1848,0.9939,-0.009824992,0
9/27/2018,97.91,97.91,96.41,96.75,84.27811133,727009,0,1,85.3546,75.2544,-0.062,-10.486,0.3236,-0.154,0.4776,85.0182,0.3236,84.392,85.1021,85.9704,84.729,48.5542,1.3651,-66.8062,1.6198,85.1627,-1.4393,16.2541,45,75,317465196.6,1.3066,-378196.3372,147980966,85.1544,44.0607,30,85.5745,13.5035,-1.2307,-0.7733,83.1529,0.3809,0.9856,-0.010645995,0
9/28/2018,96.4,96.42,95.61,95.72,83.38088699,899380,0,1,85.3348,75.3048,-0.059,-16.367,0.4135,-0.0383,0.4518,85.0182,0.4135,84.4237,85.1021,85.9286,84.8596,48.2445,1.3465,-85.1068,1.6149,84.8314,-1.4605,20.7014,40,70,316810092.7,0.993,-636138.9264,147081586,85.019,38.7901,30,85.0658,13.9414,-1.2358,-0.8395,83.2409,0.4871,0.9854,0.012014208,1
10/1/2018,96.44,97.26,96.44,96.87,84.38264232,484195,0,1,85.3253,75.3549,-0.0567,-8.0258,0.4196,0.0696,0.35,85.0182,0.4196,84.4518,85.1021,85.9184,84.9816,51.8113,1.3462,-64.6741,1.5954,84.7287,0.4119,14.0097,35,65,316833711.9,1.3415,-676314.8615,147565781,84.9848,39.9614,30,84.9078,14.261,0.3462,0.5244,83.2851,0.4942,1.0041,0.004335708,0
10/2/2018,97.02,97.97,96.73,97.29,84.74850079,551118,0,1,85.3195,75.4047,-0.0546,-5.1288,0.4437,0.1645,0.2791,85.0182,0.4437,84.4763,85.1021,85.9025,85.0949,55.9576,1.3329,-57.2117,1.5728,84.7079,1.2752,8.6503,30,60,316780377.9,1.0802,-648237.2112,148116899,84.9839,39.7825,30,84.8738,14.154,1.0671,0.2177,83.2851,0.5229,1.0128,0.000719498,0
